region,quantile,Year,Estimate,Std..Error,P_value,upper,lower,cv,mk_pvalue,sens_slope,mk_symbol,regional_mean_CV
d. Great Lakes,90,2011,1.48433704349323,0.0496,0,1.5816,1.3871,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2014,1.35319981251929,0.0438,0,1.4391,1.2673,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2000,1.05431242573714,0.0485,0,1.1495,0.9592,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2010,1.20667564524582,0.0437,0,1.2922,1.1211,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2018,1.31523475347715,0.0395,0,1.3926,1.2379,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2005,1.36597885551767,0.0486,0,1.4613,1.2707,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1987,1.33019966536114,0.0481,0,1.4245,1.2359,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1999,1.19055582870244,0.0486,0,1.2858,1.0953,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2003,1.09315547816567,0.0553,0,1.2016,0.9848,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1989,1.21201220335413,0.0416,0,1.2936,1.1304,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1995,1.34897775038612,0.0463,0,1.4397,1.2582,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2019,1.42676013113998,0.0382,0,1.5015,1.352,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2013,1.27659861402812,0.0449,0,1.3646,1.1886,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2009,1.50367610145206,0.0491,0,1.6,1.4074,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1996,1.41994976765695,0.0464,0,1.5109,1.329,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1990,1.27398428237081,0.0459,0,1.3639,1.1841,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2001,1.28319009048905,0.0441,0,1.3696,1.1967,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1997,1.37419258987314,0.048,0,1.4682,1.2802,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1993,1.51661447722091,0.0451,0,1.6051,1.4281,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2007,1.43785757703373,0.0401,0,1.5164,1.3593,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2017,1.43834895257496,0.0406,0,1.5179,1.3588,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2016,1.28899245800597,0.0396,0,1.3666,1.2114,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1983,1.45179610942548,0.042,0,1.5341,1.3695,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1982,1.64491421592067,0.0596,0,1.7618,1.528,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2008,1.40643227409943,0.0432,0,1.4912,1.3217,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1984,1.48961715466322,0.0505,0,1.5886,1.3906,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2002,1.40885605184406,0.0421,0,1.4913,1.3264,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1986,1.3742987338994,0.0399,0,1.4524,1.2962,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1992,1.18345642898498,0.0494,0,1.2802,1.0867,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1988,1.45185827788794,0.0589,0,1.5673,1.3364,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1998,1.54870431695832,0.0462,0,1.6393,1.4581,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1994,1.38217766346319,0.0518,0,1.4837,1.2806,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1991,1.47220281952662,0.0461,0,1.5626,1.3818,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,1985,1.42610348037246,0.0428,0,1.51,1.3422,Q90: 9%,0.669,-0.04,Q90: =,10.33
e. Mountain West,10,2010,0.854589217055764,0.0413,0,0.9356,0.7736,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1993,0.570710032215271,0.0435,0,0.656,0.4855,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2001,0.849088824774853,0.0479,0,0.9429,0.7553,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1990,0.77056803632026,0.0438,0,0.8565,0.6846,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2009,0.891901457722189,0.038,0,0.9663,0.8175,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2002,0.742069481669178,0.0398,0,0.8201,0.664,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1995,0.598014143485257,0.0379,0,0.6723,0.5237,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1989,0.641582892174434,0.0426,0,0.7251,0.558,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1998,1.01371960191118,0.0418,0,1.0957,0.9317,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1984,0.97899699660466,0.042,0,1.0613,0.8967,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2007,0.907875883258727,0.0418,0,0.9897,0.826,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1996,0.928193335307771,0.0365,0,0.9997,0.8567,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1992,0.746156308374837,0.0452,0,0.8347,0.6576,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1999,0.941646604721266,0.0407,0,1.0214,0.8619,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1982,0.683683581388526,0.0385,0,0.7591,0.6082,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1994,0.834473251723282,0.0505,0,0.9335,0.7355,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2003,0.74865010379807,0.0404,0,0.8278,0.6695,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1997,0.870171468129341,0.0342,0,0.9373,0.8031,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2004,0.731800518766413,0.0414,0,0.813,0.6506,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2013,0.79514128056882,0.0386,0,0.8707,0.7196,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1986,0.858001263455416,0.0393,0,0.9351,0.7809,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2000,0.970407207723537,0.0407,0,1.0502,0.8907,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1987,1.02341243151277,0.0541,0,1.1294,0.9174,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1985,0.89401935535012,0.0432,0,0.9786,0.8094,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2019,0.733265909497854,0.0383,0,0.8082,0.6583,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2006,0.859144998092416,0.0358,0,0.9293,0.789,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1983,0.984387215102288,0.0436,0,1.0699,0.8989,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1988,0.709180800815757,0.0485,0,0.8042,0.6142,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2014,0.878918677248928,0.0399,0,0.9571,0.8007,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2016,0.801887120071537,0.0393,0,0.8789,0.7249,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2005,0.846205075883917,0.0428,0,0.9301,0.7623,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2017,0.833337168684995,0.034,0,0.9001,0.7666,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2012,1.00532681975339,0.0408,0,1.0853,0.9253,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2008,0.840378618063521,0.039,0,0.9168,0.764,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,1991,0.719565964024262,0.0444,0,0.8065,0.6326,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2020,1.02352760684856,0.0464,0,1.1146,0.9325,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2015,1.00192463030761,0.0476,0,1.0952,0.9086,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2011,0.843948725110923,0.0362,0,0.9149,0.773,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,10,2018,1.03548945271985,0.0449,0,1.1234,0.9475,Q10: 14%,0.436,0.06,Q10: =,11.33
e. Mountain West,50,1995,0.887026312605142,0.0386,0,0.9628,0.8113,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1987,1.22295394363188,0.0485,0,1.318,1.1279,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1989,0.792685037536226,0.0405,0,0.872,0.7133,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1992,0.812187350937472,0.0441,0,0.8987,0.7257,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1986,1.08548120993412,0.0362,0,1.1565,1.0145,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1988,0.866724142399528,0.0472,0,0.9592,0.7742,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1984,1.23381140958864,0.0404,0,1.313,1.1546,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1983,1.17120904843433,0.0412,0,1.2519,1.0905,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2000,1.09200336621234,0.0378,0,1.1661,1.0179,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1993,0.789667113192124,0.0425,0,0.8729,0.7064,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2003,0.861604742869186,0.0403,0,0.9406,0.7827,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1998,1.1701421055747,0.0388,0,1.2461,1.0942,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1985,1.08334782673224,0.0394,0,1.1607,1.006,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2017,1.11501663186988,0.0325,0,1.1787,1.0513,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2016,0.909695007848677,0.0351,0,0.9786,0.8408,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2012,1.11066266813958,0.0367,0,1.1827,1.0387,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2009,0.941501956500973,0.0349,0,1.01,0.8731,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2020,1.0802076884672,0.042,0,1.1624,0.998,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1990,0.926528073189432,0.0406,0,1.0062,0.8469,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1996,1.18841305425348,0.0372,0,1.2613,1.1155,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1997,1.10382587253525,0.0351,0,1.1726,1.0351,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1994,0.941951591930126,0.05,0,1.04,0.8439,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2015,1.14190136674108,0.0399,0,1.2201,1.0637,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1999,1.12810603969367,0.0388,0,1.2042,1.052,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2008,0.932181722153037,0.0374,0,1.0054,0.859,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2019,0.875945235086643,0.0374,0,0.9493,0.8026,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2018,1.18616203762727,0.0371,0,1.259,1.1134,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2011,1.04834054502414,0.0369,0,1.1208,0.9759,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2004,0.87955855959279,0.0391,0,0.9562,0.8029,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2013,0.918064162608865,0.0381,0,0.9927,0.8435,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1991,0.922623604435095,0.0417,0,1.0044,0.8409,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2014,0.984551128944605,0.0368,0,1.0567,0.9124,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2007,1.11942633815738,0.0367,0,1.1914,1.0475,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,1982,0.978989140407004,0.0393,0,1.056,0.902,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2002,0.883800809092026,0.0406,0,0.9635,0.8041,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2005,0.98901465665154,0.0424,0,1.0721,0.906,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2010,0.956849437838676,0.0407,0,1.0366,0.8771,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2006,1.07095897052316,0.0365,0,1.1425,0.9994,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,50,2001,0.900719305498856,0.0432,0,0.9855,0.816,Q50: 13%,0.706,0.04,Q50: =,11.33
e. Mountain West,90,1997,1.82114557068646,0.0477,0,1.9147,1.7276,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2006,1.91668526205674,0.052,0,2.0186,1.8147,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2005,1.87425385431861,0.0628,0,1.9974,1.7511,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1993,1.76554902838792,0.0601,0,1.8833,1.6478,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2012,1.97636264718838,0.0522,0,2.0786,1.8741,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1982,1.72335677035967,0.0496,0,1.8206,1.6262,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1988,1.7603772527644,0.0611,0,1.88,1.6407,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1991,1.69309189799023,0.0542,0,1.7993,1.5869,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1999,1.81405195403798,0.0505,0,1.9131,1.715,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1983,1.94055210213803,0.0508,0,2.0401,1.841,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1984,1.92967949821105,0.0505,0,2.0287,1.8306,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1994,2.02237325473898,0.0642,0,2.1483,1.8965,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1990,1.62776639255997,0.055,0,1.7355,1.52,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2002,1.70827586858039,0.0524,0,1.8109,1.6056,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1985,1.78900548426448,0.0526,0,1.8921,1.6859,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1996,1.86170193020318,0.052,0,1.9637,1.7597,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2000,1.80937997032704,0.0518,0,1.9109,1.7079,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2003,1.72209450592497,0.0572,0,1.8341,1.6101,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1992,1.71609849935398,0.0612,0,1.836,1.5962,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1987,2.0587058725645,0.0654,0,2.1869,1.9305,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2009,1.93115829814395,0.0539,0,2.0369,1.8254,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1995,1.83628517066767,0.054,0,1.9421,1.7305,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1986,1.77282648047207,0.0528,0,1.8763,1.6693,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2017,1.93010752016777,0.0474,0,2.023,1.8373,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2001,1.88463143458455,0.0646,0,2.0112,1.7581,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2008,1.94425435561002,0.0505,0,2.0432,1.8453,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2020,2.1414823396375,0.0613,0,2.2615,2.0214,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2016,1.83343441556413,0.0555,0,1.9423,1.7246,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1998,1.92762945950389,0.0569,0,2.0391,1.8162,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2013,1.62077898581831,0.0489,0,1.7167,1.5249,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2018,2.09138089413952,0.0536,0,2.1964,1.9864,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2011,2.00112132898759,0.0529,0,2.1048,1.8975,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2004,1.57376406082208,0.0502,0,1.6721,1.4754,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2007,1.81061139170285,0.0497,0,1.9081,1.7131,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2010,1.75743696594556,0.0607,0,1.8765,1.6384,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2014,1.8286771425023,0.0517,0,1.93,1.7273,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,1989,1.65965851927787,0.0557,0,1.7688,1.5505,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2019,2.00443111758965,0.059,0,2.1201,1.8888,Q90: 7%,0.008,0.23,Q90: ↑,11.33
e. Mountain West,90,2015,1.8964512911735,0.0572,0,2.0085,1.7844,Q90: 7%,0.008,0.23,Q90: ↑,11.33
f. Prairie,10,1993,1.89963795882031,0.0668,0,2.0305,1.7687,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2004,1.34270819308974,0.0713,0,1.4824,1.203,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1996,1.81035082398325,0.0829,0,1.9728,1.6479,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2002,1.81945061478949,0.0656,0,1.9479,1.691,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2009,2.17769320872164,0.0833,0,2.341,2.0144,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1999,1.90184434746765,0.0598,0,2.0192,1.7845,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2010,2.15998804947174,0.0607,0,2.279,2.041,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2017,2.29262381133857,0.0657,0,2.4213,2.1639,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2005,1.78292150659093,0.0664,0,1.9131,1.6527,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2007,1.62609112573747,0.0645,0,1.7525,1.4997,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1991,1.36116450124528,0.0614,0,1.4815,1.2408,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1998,1.87134126645415,0.0641,0,1.9969,1.7458,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2014,1.05759379863068,0.0569,0,1.169,0.9462,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2016,2.04993879517134,0.0624,0,2.1722,1.9277,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2012,1.50860454745613,0.0786,0,1.6626,1.3546,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1994,2.3269915298131,0.0868,0,2.497,2.157,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2000,1.77207535667425,0.0747,0,1.9186,1.6256,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1990,1.16347956875092,0.0679,0,1.2966,1.0304,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1983,2.00658982389153,0.0632,0,2.1305,1.8826,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1997,1.99700744579264,0.0733,0,2.1407,1.8534,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1995,1.87397357496813,0.0645,0,2.0005,1.7475,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2019,2.01154651361281,0.0507,0,2.1109,1.9122,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2018,1.61789190959362,0.0486,0,1.7131,1.5227,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1986,1.96964427411537,0.0607,0,2.0886,1.8507,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1989,1.08648802742708,0.073,0,1.2296,0.9434,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2011,2.23185972405503,0.0778,0,2.3843,2.0795,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2020,2.16414056075953,0.0628,0,2.2872,2.0411,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2003,1.42260060205542,0.0755,0,1.5707,1.2745,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1992,1.66133465729675,0.0776,0,1.8133,1.5093,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2015,2.1153773979778,0.0722,0,2.257,1.9738,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1982,1.74585321306397,0.0825,0,1.9076,1.5841,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1987,2.54264559966747,0.0771,0,2.6937,2.3916,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1988,1.41283433166734,0.0761,0,1.5619,1.2637,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1984,1.70599503715452,0.0651,0,1.8336,1.5783,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2006,1.59420767987023,0.071,0,1.7334,1.455,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,1985,1.51877867354141,0.0552,0,1.6271,1.4105,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2008,1.6969432982965,0.0723,0,1.8386,1.5552,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2013,1.0397985419458,0.0581,0,1.1536,0.926,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,10,2001,1.46425213711053,0.0612,0,1.5842,1.3443,Q10: 21%,0.291,0.28,Q10: =,17.33
f. Prairie,50,2014,1.67846886086471,0.0587,0,1.7936,1.5633,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2007,1.95886742705297,0.0577,0,2.072,1.8457,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2011,2.52894024223019,0.077,0,2.6799,2.378,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2017,2.47108057800148,0.0665,0,2.6015,2.3407,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2005,2.15025101198491,0.0738,0,2.2949,2.0056,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1998,2.34322549043435,0.0615,0,2.4638,2.2226,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2009,2.41563041613243,0.0671,0,2.5472,2.2841,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2004,1.91244708594049,0.0662,0,2.0421,1.7828,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2001,1.75964046408749,0.0551,0,1.8676,1.6517,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2000,1.62854102542112,0.0714,0,1.7685,1.4886,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2020,2.65873728851726,0.0607,0,2.7777,2.5398,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1984,2.42648885246488,0.0596,0,2.5434,2.3096,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2003,1.63644444512842,0.0723,0,1.7781,1.4948,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1985,1.92967930954354,0.0555,0,2.0384,1.8209,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2006,1.65505759656463,0.0868,0,1.8252,1.4849,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1995,2.21226642180214,0.0561,0,2.3223,2.1023,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2008,2.2876872781228,0.0558,0,2.3971,2.1782,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1992,2.13710507107892,0.0672,0,2.2687,2.0055,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1991,1.96032110868484,0.0679,0,2.0935,1.8272,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2010,2.39552028371267,0.0564,0,2.506,2.2851,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1997,2.44613166983403,0.0718,0,2.5868,2.3055,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2002,1.98465185806905,0.0566,0,2.0956,1.8737,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1983,2.65624228282116,0.0715,0,2.7964,2.5161,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1988,2.15263880642695,0.1056,0,2.3595,1.9457,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2012,1.8276349552059,0.0819,0,1.9881,1.6671,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1990,1.84785102489371,0.0651,0,1.9755,1.7202,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1994,2.81531162680039,0.0764,0,2.965,2.6656,Q50: 17%,0.88,0.05,Q50: =,17.33
